,Champion,Role,Patch,Win,Summoner1,Summoner2,Turrets_Killed,Total_Minions_Killed,Total_Jungle_Monsters_Killed,Total_Damage_DealtToChampions,Item0,Item1,Item2,Item3,Item4,Item5,Item6,KDA,Kill_Participation,Damage_Share,Turret_Plates_Taken,Gold_Per_Minute,Damage_Per_Minute,Vision_Score_Per_Minute,Lane_Minions_Before_10_Minutes,Jungle_CS_Before_10_Minutes,Sol_Kills,Barons_Killed,Dragons_Killed,Void_Grubs_Killed,Rift_Heralds_Killed,Defense_Rune,Flex_Rune,Offense_Rune,Primary_Tree,Primary_Keystone,Primary_Choice1,Primary_Choice2,Primary_Choice3,Secondary_Tree,Secondary_Choice1,Secondary_Choice2
0,Aatrox,UTILITY,14.4,True,14,4,1,89,8,34867,6698,3877,3047,6694,3161,6610,3364,7.25,0.8285714285714286,0.34166002385517624,0,479.1815162835793,968.7745695225464,2.441122464276582,14,0.0,3,1,5,4,1,5001,5008,5008,8000,8010,9111,9105,8299,8400,8453,8444
0,Aatrox,TOP,14.4,True,12,4,4,243,22,27390,6698,6610,3047,3161,3053,2055,3340,4.75,0.4418604651162791,0.2232236251482572,1,449.47823674526813,780.9930899926985,0.6637158273527383,69,0.0,1,1,3,3,0,5001,5008,5008,8000,8010,9111,9105,8299,8400,8473,8453
0,Zed,JUNGLE,14.4,True,11,4,1,86,159,46153,6698,6699,0,6694,3161,6696,3364,5.25,0.5526315789473685,0.3494618217893421,0,555.3135374151456,1209.4944548290327,0.9008152743572541,7,62.000000059604645,7,1,3,3,1,5001,5008,5005,8300,8369,8304,8321,8347,8100,8143,8135
0,JarvanIV,TOP,14.4,True,12,4,2,221,4,30006,3065,6692,3111,3121,6610,1029,3340,5.333333333333333,0.6666666666666666,0.29064893172102874,1,415.0285080095938,887.7556265988077,0.9097730799589642,68,0.0,2,0,1,0,1,5001,5008,5008,8400,8437,8401,8429,8453,8100,8126,8134
0,JarvanIV,TOP,14.4,True,12,4,0,86,0,2978,1055,2031,3133,3070,1001,1033,3340,0.0,0.0,0.2585092601994993,0,299.04024608923567,254.9554965895584,0.6655742493987662,74,0.0,0,0,1,4,0,5001,5008,5008,8400,8437,8401,8429,8453,8100,8126,8134
0,Renekton,,14.4,False,6,4,1,71,5,13012,6692,3111,6610,3084,0,0,3340,,,,,,,,,,,0,0,0,0,5001,5008,5008,8000,8010,9111,9105,8299,8400,8446,8453
0,JarvanIV,TOP,14.4,False,12,4,0,181,0,22003,3067,3121,3111,6692,6610,1031,3340,2.142857142857143,0.46875,0.2110084763257625,1,388.31605392621134,688.0858098683227,0.70980248106323,47,0.0,3,0,1,0,1,5001,5008,5008,8400,8437,8401,8429,8453,8100,8126,8134
0,Zed,,14.4,True,6,4,3,153,30,50371,3139,3142,6697,6694,6701,6692,3340,,,,,,,,,,,1,4,6,0,5001,5008,5008,8100,8112,8143,8138,8135,8200,8275,8234
0,Zed,,14.4,False,6,4,0,112,2,23996,6692,3047,6697,6694,3134,1028,3340,,,,,,,,,,,0,0,0,0,5001,5008,5008,8100,8112,8143,8138,8135,8200,8275,8234
0,Aatrox,,14.4,False,6,4,1,51,13,31703,6698,3111,6610,3814,6694,1028,3340,,,,,,,,,,,0,0,5,0,5001,5008,5008,8000,8010,9111,9105,8299,8100,8143,8135
0,Darius,,14.4,True,6,4,3,115,4,30747,3748,3065,3111,6610,3053,2502,3340,,,,,,,,,,,1,0,2,0,5001,5008,5005,8000,8010,9111,9105,8299,8200,8234,8275
0,Zed,,14.4,True,6,4,2,81,0,37384,3142,3047,6697,6692,6694,2021,3340,,,,,,,,,,,0,1,2,0,5001,5008,5008,8100,8112,8143,8138,8135,8200,8234,8275
0,Zed,,14.4,True,6,4,2,115,0,18427,6692,3111,6697,6694,3134,6690,3340,,,,,,,,,,,0,1,6,0,5001,5008,5008,8100,8112,8143,8138,8135,8200,8234,8275
0,JarvanIV,,14.4,True,6,4,3,50,4,14207,6692,3121,3111,1028,6610,0,3340,,,,,,,,,,,0,1,3,0,5001,5008,5008,8000,8010,9111,9105,8299,8400,8401,8453
0,JarvanIV,,14.4,False,6,4,0,80,0,15536,6692,3121,3111,3065,1028,0,3340,,,,,,,,,,,0,0,0,0,5001,5008,5008,8000,8010,9111,9105,8299,8400,8401,8453
0,JarvanIV,,14.4,True,6,4,3,68,4,48731,6692,6665,3121,6610,3065,2502,3340,,,,,,,,,,,0,1,0,0,5001,5008,5008,8000,8010,9111,9105,8299,8400,8401,8453
0,Zed,,14.4,True,6,4,2,117,12,77073,3142,6676,6697,6692,6694,6696,3340,,,,,,,,,,,0,3,5,0,5001,5008,5008,8100,8112,8143,8138,8135,8200,8234,8237
0,Camille,UTILITY,14.4,False,14,4,0,35,0,11563,3077,3877,3111,2021,6610,1028,3364,1.75,0.5384615384615384,0.15878748963517325,0,295.2271258290586,428.1935979714732,1.6041839882862827,6,0.0,0,0,1,0,1,5011,5008,5008,8100,9923,8143,8138,8135,8400,8401,8444
0,Lux,UTILITY,14.4,False,14,4,1,47,0,20780,3871,6655,3020,4646,1052,1052,3364,3.25,0.8125,0.26728429442707946,0,302.9667512324332,728.2167548745231,2.267472399324589,12,0.0,1,0,1,6,0,5001,5008,5008,8200,8229,8226,8210,8237,8100,8126,8106
0,JarvanIV,TOP,14.4,True,12,4,7,258,0,36346,6610,6692,2502,3065,3121,3047,3340,2.625,0.7777777777777778,0.281421163300506,1,447.23340078349423,930.5589317632025,0.7337334143805349,66,0.0,4,1,3,0,0,5001,5008,5008,8400,8437,8401,8429,8453,8100,8126,8134
0,Darius,TOP,14.4,True,6,4,3,230,20,16242,3748,3078,3047,6610,1028,2021,3340,1.8,0.2903225806451613,0.16933907839762494,3,505.7271595463564,549.3964724740478,0.7406271915333,78,6.0,3,2,2,5,0,5001,5008,5005,8000,8010,9111,9104,8299,8400,8473,8242
0,Olaf,TOP,14.4,True,12,6,5,240,17,35005,6631,3047,3071,3073,3053,1057,3340,1.4444444444444444,0.34210526315789475,0.2189357865375611,2,450.6720293711548,929.9992903394807,0.8790174402418652,76,0.0,3,1,3,3,0,5011,5008,5008,8000,8010,9111,9104,8299,8300,8345,8410
0,Trundle,TOP,14.4,False,12,6,1,206,7,17480,3074,3078,3047,3076,1055,1028,3340,0.4,0.18181818181818182,0.297161721636214,0,368.1673001812882,628.0619781482802,0.5332558018623014,64,0.0,1,0,1,0,1,5001,5008,5005,8000,8008,9111,9104,8299,8400,8446,8473
0,Aatrox,,14.4,False,6,4,0,27,0,15876,6698,3111,3814,2022,3035,0,3340,,,,,,,,,,,0,0,3,0,5001,5008,5008,8000,8010,9111,9105,8299,8100,8143,8135
0,Blitzcrank,UTILITY,14.4,False,14,4,0,24,0,7721,3876,3117,3002,3067,1029,1033,3364,0.8571428571428571,0.2727272727272727,0.10168217884976172,1,217.54854688888744,259.8814742136314,1.9204990155059136,14,0.0,0,0,0,6,1,5001,5001,5007,8300,8351,8306,8345,8347,8200,8275,8234
0,JarvanIV,UTILITY,14.4,False,14,4,0,24,0,4242,3877,3133,3047,1036,0,0,3340,0.6666666666666666,0.3333333333333333,0.15751748077259378,0,248.43149030576254,256.5785507172254,1.368150461930499,15,0.0,0,0,0,0,0,5001,5008,5008,8100,8112,8143,8138,8105,8200,8237,8226
0,JarvanIV,TOP,14.4,True,12,4,5,199,12,20939,1054,3047,3121,6692,6610,1028,3340,6.666666666666667,0.45454545454545453,0.19390541406819545,0,393.37365312052356,694.3302597549282,0.6925531734135061,61,0.0,2,0,2,3,1,5001,5008,5008,8400,8437,8401,8444,8453,8100,8126,8134
0,Jax,TOP,14.4,False,14,4,4,266,22,35782,3053,3078,3047,6610,3161,3091,3340,1.1428571428571428,0.34782608695652173,0.2727741631151481,3,433.4749924831085,884.3643005643779,0.9222863558772993,56,0.0,5,0,3,2,0,5001,5008,5005,8000,8008,9111,9104,8299,8400,8473,8242
0,JarvanIV,TOP,14.4,True,12,4,4,268,9,42686,3065,6692,3121,3047,6610,3078,3340,6.4,0.6153846153846154,0.2753943789107061,4,466.0976936920598,1110.051045687785,0.8577303861830069,75,2.0,3,0,3,4,0,5001,5008,5008,8400,8437,8401,8429,8453,8100,8126,8134
0,Olaf,TOP,14.4,False,12,6,4,245,4,52652,6631,3073,6610,3047,2021,6333,3340,0.9230769230769231,0.36363636363636365,0.3406894855131842,1,452.03725043648075,1459.1479581536853,0.8744129886052445,69,2.0,8,0,3,2,1,5011,5008,5008,8000,8010,9111,9104,8299,8300,8345,8410
0,Zed,MIDDLE,14.4,False,14,4,1,209,0,13446,6698,6699,3158,3155,1036,0,3340,1.25,0.29411764705882354,0.18357745008091894,1,336.6008745090996,447.0169186959288,0.8123337310870746,71,0.0,1,0,0,3,0,5001,5008,5008,8100,8112,8139,8138,8106,8400,8444,8453
0,Zed,,14.4,True,6,4,4,104,8,50379,6698,3142,6692,3814,6694,6697,3340,,,,,,,,,,,0,3,3,0,5001,5008,5008,8000,8010,9111,9105,8299,8100,8143,8135
0,JarvanIV,,14.4,True,6,4,1,114,14,20597,6692,3111,3121,6610,3065,1031,3340,,,,,,,,,,,0,3,0,0,5001,5008,5008,8000,8010,9111,9105,8299,8400,8401,8453
0,JarvanIV,TOP,14.4,False,12,4,0,191,0,26645,1055,6692,3121,3111,6610,1028,3340,3.142857142857143,0.5945945945945946,0.18578919150977433,0,339.5640860483626,805.1904571218505,0.7404467433163998,60,0.0,2,0,0,3,0,5001,5008,5008,8400,8437,8401,8429,8453,8100,8126,8134
0,JarvanIV,MIDDLE,14.4,False,12,4,0,115,0,3652,3070,2031,6692,1054,0,1001,3340,0.5,0.25,0.1847813054919978,0,297.8988596024243,235.05582817450346,0.996993738890294,73,0.0,0,0,0,3,0,5001,5008,5008,8400,8437,8401,8429,8453,8100,8126,8134
0,JarvanIV,,14.4,True,6,4,5,79,15,39921,6692,3047,3121,6610,3065,1028,3340,,,,,,,,,,,0,2,3,0,5001,5001,5005,8000,8010,9111,9105,8299,8400,8401,8453
0,JarvanIV,,14.3,True,6,4,6,110,5,35580,6692,3121,3111,6610,3065,0,3340,,,,,,,,,,,0,2,3,0,5013,5008,5005,8000,8010,9111,9105,8299,8400,8401,8242
0,JarvanIV,,14.3,False,6,4,1,84,0,11843,6692,3111,3121,2021,3133,0,3340,,,,,,,,,,,0,0,3,0,5013,5008,5005,8400,8439,8401,8473,8453,8100,8126,8135
0,JarvanIV,MIDDLE,14.3,False,12,4,0,126,0,5077,1054,2031,3111,6692,3070,0,3340,1.0,0.08333333333333333,0.06586803924247032,0,255.28214493037385,179.52235324785428,0.7727718301448296,57,0.0,0,0,0,0,0,5001,5008,5005,8400,8437,8401,8429,8453,8100,8126,8134
0,XinZhao,,14.3,False,6,4,1,71,16,31445,3748,3047,6610,6692,2502,0,3340,,,,,,,,,,,0,0,0,0,5001,5008,5005,8000,8010,9111,9105,8299,8100,8143,8135
0,Olaf,TOP,14.3,True,12,6,6,213,16,38828,3074,3073,3047,3053,6665,3076,3340,1.2727272727272727,0.3684210526315789,0.21258618434618595,2,371.97741389872317,905.5272014451912,0.7844344600574487,66,0.0,3,1,4,3,1,5001,5008,5005,8000,8010,9111,9104,8299,8300,8345,8410
0,Jax,TOP,14.3,False,14,4,4,213,22,10507,1037,3078,3047,6610,3161,2021,3340,1.1666666666666667,0.22580645161290322,0.09161983288231032,1,386.185091862577,288.3889681287558,1.0874497392984193,65,0.0,0,1,4,3,0,5001,5008,5005,8000,8008,9111,9104,8299,8400,8444,8242
0,Zed,,14.3,True,6,4,3,241,51,70956,6694,3161,6610,6697,6692,3814,3340,,,,,,,,,,,1,5,0,0,5001,5008,5008,8100,8112,8143,8138,8135,8000,9111,8014
0,Aatrox,,14.3,True,6,4,1,110,28,52824,6698,3111,3814,6694,6610,3156,3340,,,,,,,,,,,0,1,3,0,5001,5008,5008,8000,8010,9111,9105,8299,8100,8143,8135
0,TwistedFate,MIDDLE,14.3,True,12,4,4,231,6,41185,6657,4646,3111,3100,3094,3089,3340,2.5714285714285716,0.43902439024390244,0.24637122106007714,0,464.1286218261958,1037.6375426699335,0.6873168553449746,59,0.0,2,2,5,1,0,5001,5008,5005,8100,8112,8139,8138,8135,8300,8316,8352
0,Aatrox,,14.3,True,6,4,1,84,9,14364,6698,3111,6692,6610,0,0,3340,,,,,,,,,,,0,1,1,0,5001,5008,5008,8000,8010,9111,9105,8299,8100,8143,8135
0,Zed,,14.3,False,6,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,5013,5008,5008,8100,8112,8143,8138,8135,8000,9111,9105
0,LeeSin,,14.3,False,6,4,1,66,5,19693,6692,3111,6610,3053,3134,0,3340,,,,,,,,,,,0,0,2,0,5013,5008,5008,8000,8010,9111,9105,8299,8100,8143,8135
0,Renekton,,14.3,True,6,4,0,107,11,23558,6610,3111,3084,6692,2021,0,3340,,,,,,,,,,,0,2,3,0,5013,5008,5005,8000,8010,9111,9105,8299,8100,8143,8135
0,Zed,JUNGLE,14.3,False,11,4,1,28,211,54776,6698,3142,6694,3161,6696,6692,3340,4.428571428571429,0.6458333333333334,0.29176907636592797,0,496.61572524461883,1167.71281951119,0.8769351213174535,5,67.30000007152557,4,2,2,2,0,5013,5008,5005,8300,8369,8304,8321,8347,8100,8143,8135
0,XinZhao,UTILITY,14.3,False,14,4,1,31,0,14373,3877,6610,3047,1054,2021,1028,3364,0.9,0.5294117647058824,0.1647843818941063,1,236.06279263240324,438.17697589162196,1.9521124396906897,7,0.0,0,0,0,6,1,5011,5008,5008,8100,9923,8143,8138,8105,8300,8306,8410
0,Aatrox,TOP,14.3,False,12,4,3,296,26,24589,6698,6610,3161,3047,3053,6694,3340,2.25,0.32142857142857145,0.18509103611193284,1,389.5383649325625,545.7867014433606,0.6932397374741295,55,0.0,2,1,3,6,1,5001,5008,5008,8000,8010,9111,9105,8299,8400,8453,8473
0,Jax,TOP,14.3,True,12,4,3,196,14,25747,3078,6610,3161,3047,2021,0,3340,5.0,0.3225806451612903,0.27540617083322777,3,472.97893626495056,916.8893084614816,0.6698183898844015,59,2.0,2,1,2,6,1,5001,5008,5005,8000,8008,9111,9104,8299,8400,8242,8444
0,Olaf,TOP,14.3,False,6,4,0,117,2,14817,3074,1055,3047,2021,3051,0,3340,0.7142857142857143,0.35714285714285715,0.28308252796557104,2,347.4286769270754,662.7059672376944,0.543337987134864,57,0.0,3,0,1,3,1,5001,5008,5005,8000,8010,9111,9104,8299,8300,8345,8410
0,Zed,,14.3,True,6,4,1,110,0,8916,6692,3111,6697,3134,1036,0,3340,,,,,,,,,,,0,1,5,0,5001,5008,5008,8000,8010,9111,9105,8299,8100,8143,8135
0,Blitzcrank,UTILITY,14.3,False,14,4,0,27,0,2720,3869,3117,3002,2055,0,0,3340,1.0,0.4,0.08459103718460796,0,206.26609790964707,130.17815845150378,1.3019154503232666,17,0.0,0,0,1,3,0,5001,5001,5007,8300,8351,8306,8345,8347,8400,8444,8242
0,Sett,UTILITY,14.3,False,14,4,0,34,0,5143,3877,3047,2021,3133,0,0,3364,2.0,0.5454545454545454,0.1415816975888757,0,238.92048351206523,253.4223449685317,1.847438352884751,13,0.0,0,0,1,1,1,5001,5008,5005,8400,8439,8463,8473,8242,8300,8306,8321
0,Maokai,UTILITY,14.3,True,14,4,1,33,6,20794,3190,3876,3002,3047,3075,3109,3364,3.3333333333333335,0.4878048780487805,0.13835060160684046,1,307.934567274386,537.2789372634514,1.5965020173191318,12,0.0,0,1,4,0,1,5001,5001,5008,8400,8439,8463,8473,8242,8300,8345,8347
0,Jax,,14.3,False,6,4,6,105,14,14175,3157,3111,6610,3053,3078,0,3340,,,,,,,,,,,0,2,1,0,5001,5008,5005,8000,8008,9111,9105,8299,8200,8275,8234
0,Zed,MIDDLE,14.3,True,14,4,2,167,3,16230,6698,3035,3158,6699,0,0,3340,10.0,0.37037037037037035,0.2743450693879303,3,508.9598748413101,791.112396712919,0.6536360104023177,75,3.2000000178813934,6,0,2,0,1,5001,5008,5008,8100,8112,8139,8138,8106,8200,8210,8237
0,Viego,JUNGLE,14.3,False,11,4,0,15,137,15435,3078,6672,3047,2021,1037,0,3364,2.25,0.5625,0.21403571043434327,0,354.5397321981415,550.8351151449332,0.9292250410390747,0,60.00000008940697,0,0,2,3,0,5001,5008,5005,8000,8010,9111,9104,8014,8300,8304,8347
0,Zed,,14.3,True,6,4,4,230,23,29377,3142,3111,6692,6697,3814,6694,3340,,,,,,,,,,,2,4,6,0,5001,5008,5008,8000,8010,9111,9105,8299,8100,8143,8135
0,TwistedFate,MIDDLE,14.3,True,12,4,5,280,4,27508,3157,3100,6657,3020,3094,3089,3340,2.0,0.37209302325581395,0.16219064545032308,1,470.85317775281834,693.379209179286,0.7963902602321001,69,0.0,1,1,5,4,0,5001,5008,5008,8300,8369,8304,8316,8347,8200,8236,8233
0,Darius,JUNGLE,14.3,False,11,6,0,18,116,9919,6631,2021,3047,3078,0,0,3340,1.3333333333333333,0.7272727272727273,0.2188728100970269,0,358.917383953621,361.87799942411147,0.9516610231193356,0,60.000000059604645,0,0,0,5,1,5001,5008,5005,8000,8010,9111,9105,8299,8200,8275,8234
0,Zed,MIDDLE,14.3,True,14,4,0,23,0,0,1054,2003,0,0,0,0,3340,0.0,,0.0,0,313.1571125379562,0.0,0.0,23,0.0,0,0,0,0,0,5001,5008,5008,8100,8112,8139,8138,8106,8400,8444,8453
0,Syndra,MIDDLE,14.3,False,12,4,2,214,0,38634,2420,6653,3135,3158,3089,6655,3340,2.6666666666666665,0.6956521739130435,0.3172042890482364,3,478.5351762545219,1149.7557120380911,0.8345505384954608,76,0.0,2,0,0,6,1,5001,5008,5005,8300,8369,8304,8316,8347,8200,8210,8226
0,Yone,MIDDLE,14.3,True,12,4,0,125,0,5333,1054,3006,3153,0,0,0,3340,4.0,0.2857142857142857,0.19818118727498982,1,402.95514435044475,350.408068948881,0.5066011802866686,68,0.0,2,0,1,3,0,5001,5008,5005,8000,8008,9111,9104,8299,8400,8444,8453
0,Garen,MIDDLE,14.3,True,6,4,3,159,14,13475,1054,3006,3078,3046,3742,0,3340,7.5,0.5172413793103449,0.2056488311470461,5,498.8811833442488,580.5917363975045,0.7090284735089342,71,0.0,0,0,3,3,1,5001,5008,5005,8200,8230,8275,8234,8232,8400,8446,8444
0,Zed,MIDDLE,14.3,True,14,4,2,194,2,13022,6698,6699,3035,3158,2022,1054,3340,7.0,0.5,0.31415812130489074,5,513.5623606110993,602.945948667755,0.7831563016766636,78,0.0,3,0,2,3,1,5001,5008,5008,8100,8112,8139,8138,8106,8400,8444,8451
0,Yone,MIDDLE,14.3,True,12,4,0,241,11,18603,6673,3006,3153,1054,3031,1043,3340,2.1666666666666665,0.28888888888888886,0.15532155628643501,0,388.6520361731174,562.9293128742496,0.7527373185066302,84,0.0,0,1,3,0,1,5001,5008,5005,8000,8008,9111,9104,8299,8400,8444,8242
0,Zed,,14.3,False,6,4,0,74,2,14589,3142,3158,6692,6697,3134,1028,3340,,,,,,,,,,,0,0,0,0,5001,5008,5008,8000,8010,9111,9105,8299,8100,8143,8135
0,Yone,TOP,14.3,False,12,4,2,274,10,49458,3091,3111,3153,6673,3031,2019,3340,2.5,0.5357142857142857,0.373460549812719,3,451.29780131024415,1371.5002140722709,0.7366378159488353,75,0.0,4,0,1,0,0,5001,5008,5005,8000,8008,9111,9104,8299,8400,8444,8242
0,Viego,JUNGLE,14.3,True,11,4,3,32,121,28443,3078,6672,3047,3053,2021,1036,3340,6.666666666666667,0.4444444444444444,0.24049878930578045,0,486.43819031989,1009.0399585765738,0.9734146457359047,4,60.800000071525574,4,0,3,5,1,5001,5008,5005,8000,8010,9111,9104,8014,8300,8304,8347
0,Jax,,14.3,True,6,4,4,153,22,18248,3152,3111,3115,3100,0,3089,3340,,,,,,,,,,,1,3,0,0,5001,5008,5008,8200,8230,8275,8234,8232,8000,9111,9105
0,Zed,,14.3,True,6,4,3,104,12,13304,3142,3047,3814,3035,0,0,3340,,,,,,,,,,,0,2,3,0,5001,5008,5008,8100,8112,8143,8138,8106,8200,8233,8236
0,Zed,MIDDLE,14.2,True,14,4,3,204,14,24477,6698,6699,3158,3133,6694,2020,3340,3.75,0.3191489361702128,0.19356146237286673,2,478.52043811861205,833.7586413512307,0.48375359288594366,78,0.0,5,0,2,5,1,5001,5008,5008,8100,8112,8139,8138,8106,8400,8444,8451
0,Jax,JUNGLE,14.2,True,11,4,4,6,177,29871,3748,3078,3111,3053,6610,1042,3340,4.5,0.5510204081632653,0.1883568135030048,0,450.0588399994516,861.5836782288306,0.7623571788789096,1,60.00000011920929,2,0,3,2,0,5001,5008,5005,8000,8008,9111,9104,8299,8100,8143,8135
0,Yone,MIDDLE,14.2,True,12,4,4,214,13,48432,6665,3047,3153,6673,3031,6333,3340,3.5555555555555554,0.8648648648648649,0.4496300613681535,4,646.724187113406,1362.121333344303,0.7782950868594292,70,2.0000000298023224,11,0,5,3,0,5001,5008,5005,8000,8008,9111,9104,8299,8400,8444,8242
0,TwistedFate,MIDDLE,14.2,False,12,4,3,182,0,19353,6657,1056,3020,3100,3094,3113,3340,0.6,0.2608695652173913,0.23416847610614425,5,413.7439862848322,599.0566457886965,0.7909440770188282,75,0.0,0,1,1,3,0,5001,5008,5008,8300,8369,8304,8316,8347,8200,8233,8236
0,XinZhao,JUNGLE,14.2,True,11,4,1,26,174,42175,3748,6610,3047,3053,6333,3026,3364,6.75,0.675,0.3517032682407343,0,496.8195867956009,1095.7937491808368,0.8557567176729635,0,58.00000008940697,3,1,3,2,1,5001,5008,5005,8000,8010,9111,9104,8014,8300,8304,8347
0,Aatrox,JUNGLE,14.2,True,11,4,0,23,80,5342,6698,3047,0,0,0,0,3364,3.0,0.25,0.1295002670191208,0,383.50618422246225,302.062940164992,0.832054268765219,0,61.00000002980232,2,0,1,2,0,5001,5008,5008,8000,8010,9111,9105,8299,8100,8143,8135
0,Yone,MIDDLE,14.2,False,12,4,4,261,0,36773,6333,3006,3153,6673,3091,3031,3340,1.0833333333333333,0.3939393939393939,0.2912412851085142,4,545.0699057878101,1062.7806329734499,0.5439680493849676,82,0.0,4,0,0,0,1,5001,5008,5005,8000,8008,9111,9104,8014,8400,8444,8242
0,TwistedFate,MIDDLE,14.2,True,12,4,7,225,2,11187,6657,1056,3020,3100,3094,1052,3340,0.25,0.1,0.14829872202528982,4,473.01210862960716,421.60743457352913,0.6247949908717262,74,0.0,0,1,3,5,0,5001,5008,5008,8300,8369,8304,8316,8347,8200,8233,8236
0,XinZhao,JUNGLE,14.2,False,11,4,0,10,107,7245,3748,2021,3047,1036,1036,0,3364,0.75,0.3333333333333333,0.16405321639226766,0,318.3082326488889,353.86365269951784,0.804294974562069,3,66.00000011920929,0,0,1,1,0,5001,5008,5005,8000,8010,9111,9104,8299,8300,8304,8347
0,TwistedFate,MIDDLE,14.2,True,12,4,4,222,0,20653,6657,1056,3100,3094,3020,3145,3340,1.2857142857142858,0.32142857142857145,0.23862339050514628,2,518.3292656123625,750.7367493068772,0.8303184012736347,74,0.0,0,0,3,4,0,5001,5008,5008,8300,8369,8304,8316,8347,8200,8233,8236
0,TwistedFate,MIDDLE,14.2,True,12,4,2,180,0,11310,6657,1056,3100,3020,1042,0,3340,5.0,0.21739130434782608,0.24480003572795642,5,476.79605998604694,559.6799982192332,0.6832467024969553,91,0.0,1,0,1,1,0,5001,5008,5008,8300,8369,8304,8316,8347,8200,8233,8236
0,Zed,UTILITY,14.2,False,14,4,0,53,0,20131,6698,3142,3158,3877,1036,1036,3364,1.4285714285714286,0.45454545454545453,0.24820512892135949,1,331.6070870107359,757.1251930558051,2.2189903176815746,14,0.0,2,0,1,0,1,5001,5008,5008,8100,8112,8139,8138,8106,8200,8210,8237
0,Lux,UTILITY,14.2,True,14,4,1,42,0,17171,3871,6655,3145,3020,3113,3041,3364,16.0,0.5925925925925926,0.2875052957906421,5,426.4514194032152,855.8118965837604,1.5550191163943858,8,0.0,4,0,2,0,1,5001,5008,5008,8200,8229,8226,8210,8237,8100,8126,8106
0,TwistedFate,MIDDLE,14.2,True,12,4,2,168,0,15618,3020,3100,1056,1082,6657,1042,3340,10.0,0.38461538461538464,0.22833319744275973,2,456.00811119793497,710.224041703239,0.49060796904640613,73,0.0,0,0,1,3,1,5001,5008,5008,8300,8369,8304,8316,8347,8200,8233,8236
0,Zed,MIDDLE,14.2,True,14,4,1,312,12,58852,6698,6694,3158,3161,3026,6676,3364,6.0,0.5357142857142857,0.252596832791274,3,466.33643642536805,1298.1562506526059,0.5329341265640399,79,0.0,3,1,4,3,0,5001,5008,5008,8100,8112,8139,8138,8106,8200,8210,8237
0,Mordekaiser,TOP,14.2,False,14,4,0,6,0,674,1056,2003,0,0,0,0,3340,0.0,,0.17396538089674285,0,212.020221266512,153.0648249575795,0.0,6,0.0,0,0,0,0,0,5001,5008,5005,8000,8010,9111,9105,8299,8400,8453,8473
0,Sylas,MIDDLE,14.2,False,12,4,1,167,2,18790,3157,4646,6657,1056,3020,1052,3340,1.0,0.2777777777777778,0.14097131771426913,3,340.2124865365001,582.4364488318065,0.4069573282115642,43,0.0,0,0,3,2,0,5001,5008,5008,8000,8010,8009,9105,8299,8400,8444,8242
0,TwistedFate,MIDDLE,14.2,True,6,4,5,238,4,41752,3157,3089,3100,3020,3094,4646,3340,3.5,0.525,0.273134505165006,5,566.9388018245363,1156.448179941164,0.8722682691524561,77,0.0,5,1,5,2,1,5001,5008,5005,8100,8112,8139,8138,8135,8300,8316,8347
0,Yone,MIDDLE,14.2,True,12,4,3,296,16,32535,3031,3153,3006,6673,6333,1057,3340,2.0,0.3783783783783784,0.27195185659464105,2,508.3167216934876,885.9756520659176,0.7706365980415011,78,0.0,6,1,2,0,1,5001,5008,5005,8000,8008,9111,9104,8299,8400,8444,8242
0,TwistedFate,MIDDLE,14.2,True,12,4,1,138,0,14400,6657,1056,3020,3100,3041,0,3340,10.0,0.43478260869565216,0.3185240550307879,5,562.3669028347738,789.1811838107,0.6598193816655541,75,0.0,4,0,1,1,0,5001,5008,5008,8300,8369,8304,8316,8347,8200,8233,8236
0,Zed,MIDDLE,14.2,True,14,4,3,246,32,36563,6698,6699,3156,3158,6694,6696,3340,1.8888888888888888,0.2786885245901639,0.1594477873963181,3,403.19381594438767,813.5012361511986,0.9891685097107699,73,0.0,3,2,4,4,1,5001,5008,5008,8100,8112,8139,8138,8106,8400,8444,8242
0,Zed,MIDDLE,14.2,True,14,4,0,229,0,31814,6698,3158,6699,1054,6694,3814,3340,6.666666666666667,0.5882352941176471,0.2906647136768011,2,499.7407748961473,1055.3386732327338,0.7425818554129433,86,0.0,4,1,3,5,1,5001,5008,5008,8100,8112,8139,8138,8106,8400,8444,8242
0,Darius,TOP,14.2,True,6,4,3,140,0,10662,1055,3078,3111,2021,1028,0,3340,1.6666666666666667,0.22727272727272727,0.18555840383828695,2,381.5329965171671,524.7759112926157,0.8279477184363127,63,0.0,1,0,3,3,1,5001,5008,5005,8000,8010,9111,9105,8299,8400,8242,8473
0,Gwen,TOP,14.2,True,12,6,2,197,10,19540,1056,4633,3111,3115,3067,3113,3340,1.6,0.23529411764705882,0.16854983660175452,0,383.3777846735518,683.2796705506341,0.7957869808299316,77,0.0,1,0,3,6,0,5001,5008,5005,8000,8010,8009,9104,8299,8400,8242,8473
0,Yone,TOP,14.2,True,12,4,4,242,5,53617,3091,3006,3153,6673,3031,6333,3340,2.5,0.5128205128205128,0.3238977425724701,5,508.3592416011158,1397.7360858608697,0.7092764904750124,77,0.0,9,1,2,6,1,5001,5008,5005,8000,8008,9111,9104,8299,8400,8242,8473
